id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
65025,"R. Santa Odília - Castanheira, Belém - PA, 66645-500, Brasil",Norte,Pará,BELEM,CASTANHEIRA,,,-1.4015214002439893,-48.43232954195237,"05/06/2024, 16:30:00",false,true,Não se aplica,Tentativa/Roubo,,Perseguição,false,ca43e572-8cf3-4999-b047-60ae2e4a3ec4,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65103," São João do Outeiro, Belém - PA, 66840-370, Brasil",Norte,Pará,BELEM,SAO JOSE DO OUTEIRO,,,-1.2702483112480363,-48.47464719867249,"07/06/2024, 14:45:00",false,false,"NÃO SE APLICA ",Homicidio/Tentativa,,,false,2a0bfdef-5fc5-40b5-9047-3fc8f0dde9ee,People,wounded,Sem identificação,,Civilian,,adulto,mulher cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65081,"Rod. PA 151, Cafezal - Barcarena, PA, 68445-000, Brasil",Norte,Pará,BARCARENA,CAFEZAL,,,-1.4935959429780785,-48.59301212037658,"07/06/2024, 20:00:00",false,false,Não se aplica,Homicidio/Tentativa,,Ataques armados sobre rodas,false,fc434a5d-1087-44f8-a624-06c1b9e90fd1,People,dead,Sem identificação,"07/06/2024, 20:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65098,"Tv. We-10 - Coqueiro, Belém - PA, 66670-240, Brasil",Norte,Pará,BELEM,COQUEIRO,,CONJUNTO SATELITE,-1.3399082326902947,-48.44275400510715,"10/06/2024, 03:45:00",false,false,Não se aplica,Tentativa/Roubo,,Ataques armados sobre rodas,false,776e5866-2eb1-4d8b-bb98-9933c55f4eec,People,dead,Sem identificação,"10/06/2024, 03:45:00",Civilian,29,adulto,homem cis,Negra,sem identificação,não identificado,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65120,"Tv. Santa Helena - Cristo Redentor, Castanhal - PA, 68742-065, Brasil",Norte,Pará,CASTANHAL,CRISTO REDENTOR,,,-1.2950467417863283,-47.95019298506473,"10/06/2024, 17:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,0fccab9b-9959-4ee2-bdc9-3ad851293224,People,dead,Sem identificação,"10/06/2024, 17:00:00",Civilian,27,adulto,homem cis,Negra,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65160,"Tv. Waldemar Henrique, Novo Horizonte - Barcarena, PA, 68445-000, Brasil",Norte,Pará,BARCARENA,NOVO HORIZONTE,,,-1.5304177483260721,-48.678435719118646,"12/06/2024, 12:30:00",true,true,14º BPM,Ação policial,,,false,77fe11eb-aa13-466f-b1b8-9068c291cb3a,People,dead,Sem identificação,"12/06/2024, 12:30:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65193,"Avenida Governador Hélio Gueiros, 3338, Jiboia Branca, Ananindeua - Pará, Brasil",Norte,Pará,ANANINDEUA,JIBOIA BRANCA,,,-1.3430196495674782,-48.42200752347708,"15/06/2024, 17:30:00",false,true,Não se aplica,Homicidio/Tentativa,,,false,64d1da74-6f39-46b5-bb27-d196d32e6838,People,dead,Sem identificação,"15/06/2024, 17:30:00",Agent,57,adulto,homem cis,Branca,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,sub-tenente,aposentado / exonerado,6° BPM
65208,"Residencial Viver Maracacuera II, Águas Negras,  Icoaraci, Belém, PA, Brasil",Norte,Pará,BELEM,AGUAS NEGRAS,,RESIDENCIAL VIVER MARACACUERA II,-1.297863903592016,-48.435042243384544,"15/06/2024, 20:30:00",true,true,ROTAM,Ação policial,,,false,4a3f0612-beb0-47e5-a179-7c84bf969dec,People,dead,Sem identificação,"15/06/2024, 20:30:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65199,"R. Amazônia, 192 - Bairro Dom Aristides, Marituba - PA, 67200-000, Brasil",Norte,Pará,MARITUBA,PEDREIRINHA,,,-1.3523722221711159,-48.34929896136224,"15/06/2024, 20:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,06063fc0-afb6-45ff-9a63-0214ae9a6395,People,dead,Sem identificação,"15/06/2024, 20:30:00",Civilian,,adulto,homem cis,Negra,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65209,"Travessa Liberato de Castro - Baixada São Marcos Liberato, Guamá, Belém - PA, 66075-740, Brasil",Norte,Pará,BELEM,GUAMA,,BAIXADA SAO MARCOS LIBERATO,-1.4638947999945262,-48.46330255500716,"16/06/2024, 09:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,96c81587-7b91-44ac-a339-7dfc89c76cf0,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,barbearia,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65209,"Travessa Liberato de Castro - Baixada São Marcos Liberato, Guamá, Belém - PA, 66075-740, Brasil",Norte,Pará,BELEM,GUAMA,,BAIXADA SAO MARCOS LIBERATO,-1.4638947999945262,-48.46330255500716,"16/06/2024, 09:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,8debba4a-03dd-4e7e-b71d-3a1fe9c10c7a,People,dead,Sem identificação,"16/06/2024, 11:00:00",Civilian,31,adulto,homem cis,Negra,barbearia,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65236,"Burajuba - Rua Padre Raimundo Severino de Matos - Barcarena, PA, Brasil",Norte,Pará,BARCARENA,VILA DOS CABANOS,,COMUNIDADE BURAJUBA,-1.527621,-48.69815639999999,"16/06/2024, 17:00:00",false,false,NÃO SE APLICA,Homicidio/Tentativa,,Ataques armados sobre rodas,false,33d23f79-ebca-4b64-b465-44a5ad784e07,People,dead,Sem identificação,"16/06/2024, 17:00:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65212,"R. Nápoli - Icui Guajara, Ananindeua - PA, 67125-205, Brasil",Norte,Pará,ANANINDEUA,ICUI GUARAJA,,,-1.342659396236541,-48.402260553348796,"16/06/2024, 23:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,79ce797a-454b-4460-b331-9da46ca06af3,People,dead,Sem identificação,"16/06/2024, 23:30:00",Civilian,29,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65237,"BR-316 - Bairro Decouville, Marituba - PA, 67200-000, Brasil",Norte,Pará,MARITUBA,DECOUVILLE,,,-1.366064689880567,-48.33149705403146,"17/06/2024, 11:00:00",true,true,"12° BPM, 21° BPM, ROTAM",Tentativa/Roubo,,,false,a21be5e3-0649-4f74-95b1-46f9f250d435,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65315,"Passagem Vilhena - Terra Firme, Belém - PA, 66070-780, Brasil",Norte,Pará,BELEM,TERRA FIRME,,,-1.454352727576838,-48.45493115058285,"17/06/2024, 21:33:00",false,false,Não se aplica,Tentativa/Roubo,,,false,d579eed3-d86b-459a-914f-8bf311508f16,People,dead,Sem identificação,"17/06/2024, 22:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65276,"Tv. We 3 - Residencial Maguariaçu, Centro, Ananindeua - PA, 67000-000, Brasil",Norte,Pará,ANANINDEUA,CENTRO,,RESIDENCIAL MAGUARIACU,-1.3582708289997292,-48.388659260427254,"18/06/2024, 15:00:00",true,true,29° BPM,Ação policial,,,false,5da4ead6-b7c6-45e0-9895-42eda2ccb219,People,dead,Sem identificação,"18/06/2024, 15:00:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65288,"Rua Sideral - Coqueiro, Belém - PA, 66650-190, Brasil",Norte,Pará,BELEM,COQUEIRO,,JARDIM SIDERAL,-1.3558977012785063,-48.44901600458129,"19/06/2024, 10:00:00",true,true,24° BPM,Tentativa/Roubo,,,false,a3253974-0771-4885-9c48-542e8e44ef3c,People,dead,Sem identificação,"19/06/2024, 10:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65293,"BR-316 - Santa Izabel do Pará, PA, 68790-000, Brasil",Norte,Pará,SANTA IZABEL DO PARA,NI,,,-1.3076242687647348,-48.21122648465576,"19/06/2024, 14:00:00",false,false,Não se aplica,Tentativa/Roubo,,,false,bbec5e87-6b22-4513-958a-cacb8a66cd7a,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,transporte público,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65299,"Passagem Vinte e Quatro de Dezembro - Terra Firme, Belém - PA, 66077-720, Brasil",Norte,Pará,BELEM,TERRA FIRME,,,-1.4542746483516096,-48.45096932520304,"19/06/2024, 22:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,a8f6934b-81df-4657-92cb-5cb47b6b12ef,People,dead,Sem identificação,"19/06/2024, 22:00:00",Civilian,28,adulto,homem cis,Branca,residência,de folga,Entregador / Motoboy/Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65306,"Av. Roberto Camelier - Jurunas, Belém - PA, 66033-420, Brasil",Norte,Pará,BELEM,JURUNAS,,,-1.464837763832422,-48.49200373154016,"20/06/2024, 14:00:00",true,true,28° BPM,Ação policial,,Perseguição,false,455b9319-04d1-4c04-baab-dfa6eb0816c1,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65306,"Av. Roberto Camelier - Jurunas, Belém - PA, 66033-420, Brasil",Norte,Pará,BELEM,JURUNAS,,,-1.464837763832422,-48.49200373154016,"20/06/2024, 14:00:00",true,true,28° BPM,Ação policial,,Perseguição,false,c9506081-7602-4d7b-953b-1cea49531a44,People,dead,Sem identificação,"20/06/2024, 14:00:00",Civilian,,adulto,homem cis,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65311,"R. Beijamim Constante - Centro, Castanhal - PA, 68743-055, Brasil",Norte,Pará,CASTANHAL,CENTRO,,,-1.2928496099280395,-47.92357057996653,"21/06/2024, 00:20:00",false,false,Não se aplica,Ataque a civis,,Ataques armados sobre rodas,false,33ba3c3a-382a-4e6f-bc26-85db17239d57,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65337,"Estr. da Ceasa - Curió-Utinga, Belém - PA, 66026, Brasil",Norte,Pará,BELEM,CURIO UTINGA,,,-1.4458555245544906,-48.426561612464866,"21/06/2024, 21:00:00",false,false,Não se aplica,Não identificado,,,false,c0adbc04-10e3-44ec-a65e-6037ff321236,People,dead,Sem identificação,"21/06/2024, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65352,"Tv. Haroldo Veloso - Tapanã, Belém - PA, 66825-030, Brasil",Norte,Pará,BELEM,TAPANA,,,-1.3418916610120861,-48.46985407975687,"23/06/2024, 13:30:00",false,true,Não se aplica,Homicidio/Tentativa,,Ataques armados sobre rodas,false,ac3a9b7c-fd06-47aa-93f9-ffadbecc7c9a,People,dead,Sem identificação,"23/06/2024, 15:00:00",Agent,48,adulto,homem cis,Negra,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,cabo,aposentado / exonerado,24° BPM
65361,"R. Tapajós - Maguari, Ananindeua - PA, 67113-535, Brasil",Norte,Pará,ANANINDEUA,PAAR,,,-1.3402058467506528,-48.38344402705245,"23/06/2024, 15:00:00",true,true,DRCO-PC,Sequestro/Cárcere Privado,,,false,8fdc49ca-82ff-427d-9ff5-ba485dbae89b,People,dead,Sem identificação,"23/06/2024, 15:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65387,"Passagem Uberaba - Tapanã, Belém - PA, 66825-020, Brasil",Norte,Pará,BELEM,TAPANA,,,-1.3352318791778977,-48.47638186598761,"23/06/2024, 17:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,cee88e9e-c3ba-4aaf-9c54-c4b6ef94163c,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65373,"R. da Cerâmica - Bairro Nova União, Marituba - PA, 67200-000, Brasil",Norte,Pará,MARITUBA,NOVA UNIAO,,,-1.351821050360055,-48.33488174110074,"24/06/2024, 12:00:00",true,true,21°BPM,Ação policial,,,false,b440a880-25bc-4d29-99e1-69934d49b683,People,dead,Sem identificação,"24/06/2024, 12:00:00",Civilian,,adulto,não identificado,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65373,"R. da Cerâmica - Bairro Nova União, Marituba - PA, 67200-000, Brasil",Norte,Pará,MARITUBA,NOVA UNIAO,,,-1.351821050360055,-48.33488174110074,"24/06/2024, 12:00:00",true,true,21°BPM,Ação policial,,,false,ed992ecc-c545-4b2f-b2ad-c9f2c17d468b,People,dead,Sem identificação,"24/06/2024, 12:00:00",Civilian,,adulto,não identificado,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65380,"Passagem Fortaleza - Sacramenta, Belém - PA, 66123-300, Brasil",Norte,Pará,BELEM,SACRAMENTA,,,-1.4084713580229404,-48.47094325425089,"24/06/2024, 19:30:00",false,false,NÃO SE APLICA,Homicidio/Tentativa,,,false,976a2e88-842f-497a-a2d1-ade3482791b9,People,dead,Sem identificação,"24/06/2024, 19:30:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65449,"Passagem São Pedro - Marituba, PA, 67105-740, Brasil",Norte,Pará,MARITUBA,DECOUVILLE,,,-1.371365329119556,-48.328224952778854,"28/06/2024, 01:30:00",false,false,NÃO SE APLICA,Homicidio/Tentativa,,,false,bcabdcff-bc48-44e5-a7d7-252c94532bdf,People,dead,Encontro de cadáver,"27/06/2024, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65457,"Passagem Gaspar Dutra, 5 - Curió-Utinga, Belém - PA, 66610-250, Brasil",Norte,Pará,BELEM,CURIO UTINGA,,,-1.4309951230543407,-48.44682700932026,"28/06/2024, 18:00:00",false,true,"NÃO IDENTIFICADO ",Homicidio/Tentativa,,"Ataques armados sobre rodas,Bar",false,d33ecece-a021-477a-ae44-34c2ddf3d27a,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65457,"Passagem Gaspar Dutra, 5 - Curió-Utinga, Belém - PA, 66610-250, Brasil",Norte,Pará,BELEM,CURIO UTINGA,,,-1.4309951230543407,-48.44682700932026,"28/06/2024, 18:00:00",false,true,"NÃO IDENTIFICADO ",Homicidio/Tentativa,,"Ataques armados sobre rodas,Bar",false,0d198245-650a-4aed-9bfc-1945b828b126,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65468,"Passagem Maria dos Anjos, Vila Maracangalha - Maracangalha, Belém - PA, 66110-220, Brasil",Norte,Pará,BELEM,MARACANGALHA,,,-1.4051308465684245,-48.47671979666796,"29/06/2024, 19:52:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,4829301b-6c9a-48cb-bfc4-55e7496ede0f,People,dead,Sem identificação,"29/06/2024, 19:52:00",Civilian,35,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65528,"Rua Uchiteua - Maracacuera, Icoaraci, Belém - PA, 66815-570, Brasil",Norte,Pará,BELEM,MARACACUERA,,,-1.292844354154186,-48.46298731514722,"02/07/2024, 14:00:00",true,true,10°BPM,Ação policial,,,false,f0e32298-a394-45a0-a2aa-12e648b97b09,People,dead,Sem identificação,"02/06/2024, 14:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65527,"Passagem Bom Jesus - Bairro Dom Aristides, Marituba - PA, 67205-125, Brasil",Norte,Pará,MARITUBA,DOM ARISTIDES,,,-1.3556027851330712,-48.343784293971275,"02/07/2024, 16:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,de29d753-8c8f-4e9c-b9ec-3029e30e424b,People,dead,Sem identificação,"02/07/2024, 16:30:00",Civilian,26,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65529,"Passagem Jiboia Branca - Jibóia Branca, Ananindeua - PA, 66650-140, Brasil",Norte,Pará,ANANINDEUA,JIBOIA BRANCA,,,-1.3441351777011088,-48.42701074844508,"03/07/2024, 07:00:00",false,true,,Tentativa/Roubo,,,false,2a0f881d-c383-40f4-ac4a-29bd3194f505,People,wounded,Sem identificação,,Civilian,17,adolescente,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65550,"Vila da Barca - Telégrafo, Belém - PA, 66113-150, Brasil",Norte,Pará,BELEM,TELEGRAFO,,CONJUNTO HABITACIONAL VILA DA BARCA,-1.4280637906349158,-48.49125746546577,"03/07/2024, 18:30:00",true,true,28°BPM,Ação policial,,,false,74f8a4ec-2149-4e57-90a0-ba715cc35ca9,People,dead,Sem identificação,"03/07/2024, 18:30:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65547,"Av. Engenheiro Fernando Guilhom - Bairro Novo, Marituba - PA, 67105-290, Brasil",Norte,Pará,MARITUBA,BAIRRO NOVO,,,-1.3652433343991537,-48.33652482319389,"03/07/2024, 22:00:00",true,true,6º BPM,Tentativa/Roubo,,Perseguição,false,9ea0d4e5-f9a4-4267-b6ee-df47ca43ad55,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,outros,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65545,"Av. Máximino Porpino da Silva - Estrela, Castanhal - PA, 68742-758, Brasil",Norte,Pará,CASTANHAL,ESTRELA,,,-1.2855668,-47.925031,"04/07/2024, 06:00:00",false,false,Não se aplica,Homicidio/Tentativa,,Ataques armados sobre rodas,false,36bef54e-cabc-413a-b66b-490faba244ee,People,dead,Sem identificação,"04/07/2024, 06:00:00",Civilian,45,adulto,homem cis,Negra,outros,não identificado,PPTE/Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65545,"Av. Máximino Porpino da Silva - Estrela, Castanhal - PA, 68742-758, Brasil",Norte,Pará,CASTANHAL,ESTRELA,,,-1.2855668,-47.925031,"04/07/2024, 06:00:00",false,false,Não se aplica,Homicidio/Tentativa,,Ataques armados sobre rodas,false,3b39ce60-8c9d-41b0-a743-f566c9497efa,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,outros,de folga,"Mototaxista ",não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65646,"Al. Moça Bonita - Guanabara, Ananindeua - PA, 66645-010, Brasil",Norte,Pará,ANANINDEUA,GUANABARA,,,-1.403760828164453,-48.42445597412254,"05/07/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,701763d6-6d27-4677-a2d9-2f034e70f1b2,People,dead,Sem identificação,"05/07/2024, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65581,"Rua São Clemente - Tapanã, Belém - PA, 66833-650, Brasil",Norte,Pará,BELEM,TAPANA,,,-1.3514509280416216,-48.46661851726183,"06/07/2024, 09:45:00",false,false,,Homicidio/Tentativa,,,false,a102077e-20e5-4ddf-940a-52a714e35f40,People,dead,Sem identificação,"06/07/2024, 09:45:00",Civilian,33,adulto,homem cis,Negra,outros,em serviço,Outros/PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65623,"Estr. Icuí-Guajará - Icuí-Guajará, Ananindeua - PA, 67125-000, Brasil",Norte,Pará,ANANINDEUA,ICUI GUARAJA,,,-1.3336851557546479,-48.4110947714731,"06/07/2024, 12:00:00",true,true,6° BPM,Tentativa/Roubo,,,false,f555bac9-2ff7-4402-b4e6-9bcf7d5a6f69,People,dead,Sem identificação,"08/07/2024, 12:00:00",Civilian,18,adulto,homem cis,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65621,"Conjunto Paraíso dos Pássaros (CDP) - Maracangalha, Belém - PA, 66110, Brasil",Norte,Pará,BELEM,MARACANGALHA,,,-1.4050792,-48.4812927,"06/07/2024, 23:00:00",false,false,,Tentativa/Roubo,,Ataques armados sobre rodas,false,3dd40805-987c-4ed8-90bb-31471bb3d02a,People,wounded,Sem identificação,,Civilian,49,adulto,mulher cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65644,"Passagem Olinto Meira, 102 - Guanabara, Ananindeua - PA, 67010-210, Brasil",Norte,Pará,ANANINDEUA,GUANABARA,,,-1.4021851960819625,-48.42308080496294,"09/07/2024, 08:00:00",false,true,,Suicídio,,,false,6ec2cf75-da44-4960-b5c5-12eeff4f2ba4,People,dead,Suicídio,"09/07/2024, 08:00:00",Agent,37,adulto,homem cis,Negra,residência,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,soldado,fora de serviço,Batalhão de Choque
65655,"Passagem São João - Telégrafo, Belém - PA, 66113-460, Brasil",Norte,Pará,BELEM,TELEGRAFO,,,-1.4206444515309848,-48.486512488709245,"09/07/2024, 19:00:00",false,false,,Não identificado,,,false,312350a6-7a80-43c3-a460-b19f3c5e5d0d,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65678,"Rua Nova - Pedreira, Belém - PA, 66083-441, Brasil",Norte,Pará,BELEM,PEDREIRA,,,-1.4264315689264995,-48.47838380647765,"10/07/2024, 18:00:00",false,false,,Homicidio/Tentativa,,,false,c481bf8f-1454-444b-afff-1c8a7914a793,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65680,"Rod. Augusto Montenegro - Parque Verde, Belém - PA, 66633-740, Brasil",Norte,Pará,BELEM,PARQUE VERDE,,,-1.3736174203191869," -48.44230036414787","10/07/2024, 22:30:00",false,false,,Homicidio/Tentativa,,"Perseguição,Ataques armados sobre rodas",false,ffec7358-d6b2-446a-9bd4-3ec2bdba4c41,People,dead,Sem identificação,"10/07/2024, 22:30:00",Civilian,,adulto,homem cis,Branca,automóvel,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65702,"R. do Bacuri - Praia da Saudade, Cotijuba, Belém - PA, 66846-250, Brasil",Norte,Pará,BELEM,ILHA DE COTIJUBA,,PRAIA DA SAUDADE,-1.2571138690581016,-48.56537419436253,"11/07/2024, 18:00:00",false,false,,Homicidio/Tentativa,,,false,13224847-bab7-4d00-9a7f-b5560a573587,People,dead,Sem identificação,"11/07/2024, 18:00:00",Civilian,20,adulto,homem cis,Negra,outros,de folga,"Mototaxista ",não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65698,"Viver Primavera - Parque Guajará, Belém - PA, 66821, Brasil",Norte,Pará,BELEM,PARQUE GUAJARA,,CONJUNTO VIVER PRIMAVERA,-1.3236246500556694,-48.464006600575644,"11/07/2024, 18:00:00",true,true,Não idenrificado,Ação policial,,,false,b3904ef8-f7b0-4590-926c-364c660d335d,People,dead,Sem identificação,"11/07/2024, 18:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65722,"R. do Acampamento - Pedreira, Belém - PA, 66083-030, Brasil",Norte,Pará,BELEM,PEDREIRA,,,-1.4302346638636898,-48.47883373992323,"11/07/2024, 19:00:00",true,true,ROTAM,Ação policial,,,false,d894044d-a55a-4f1c-a416-209b443c3a88,People,dead,Sem identificação,"11/07/2024, 19:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65719,"BR-316 - Águas Lindas, Ananindeua - PA, 67033-000, Brasil",Norte,Pará,ANANINDEUA,AGUAS LINDAS,,,-1.3765734097514468,-48.391499386455514,"12/07/2024, 18:00:00",true,true,Não identificado,Ação policial,,,false,663d8e54-300f-41dc-b8fd-3f52baa62052,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65714,"Estr. Icuí-Guajará, 6992 - Icuí-Laranjeira, Ananindeua - PA, 67125-000, Brasil",Norte,Pará,ANANINDEUA,ICUI GUARAJA,,,-1.327965000171992,-48.418540732579125,"12/07/2024, 19:00:00",false,false,,Homicidio/Tentativa,,Ataques armados sobre rodas,false,bf04d948-e8d0-4d55-9d32-225e6b40b748,People,dead,Sem identificação,"12/07/2024, 19:00:00",Civilian,32,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
65776,"R. Sexta, Cj Guajara II - Guajara, Ananindeua - PA, 67145-320, Brasil",Norte,Pará,ANANINDEUA,GUAJARA,,,-1.3482583123591074,-48.39070771566143,"12/07/2024, 21:00:00",true,true,ROTAM,Ação policial,,,false,94aa5a87-f9b4-4dd7-832c-01d68c3c0b68,People,dead,Sem identificação,"12/07/2024, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
